FEATURES_TXT_BEGIN_0 0 100 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-5.2521 0 0 -3.85743 0 0 0 -72.1358 -18 16 -30.5808 -43.7039 -6.97502 -10.4149 
-5.20183 0 0 -3.85235 0 0 0 -67.4278 -18 16 -30.8597 -44.2844 -9.05712 -12.7943 
-5.58858 0 0 -4.39457 0 0 0 -72.7125 -18 16 -31.343 -43.9916 -8.07363 -11.108 
-3.29291 0 -4.04547 -1.97437 0 -3.62712 -12 -72.9569 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-5.79151 0 0 -4.38681 0 0 0 -73.3126 -18 17 -31.5224 -43.9916 -8.55012 -11.108 
-5.2521 0 0 -4.0581 0 0 0 -65.2084 -18 16 -35.58 -48.8065 -8.76678 -12.4943 
-5.45504 0 0 -4.05034 0 0 0 -65.2917 -18 17 -35.7594 -48.8065 -9.24327 -12.4943 
-2.97121 0 -4.70192 -2.20961 0 -2.01768 -8 -74.8683 -18 16 -30.5808 -43.7039 -6.97502 -10.4149 
-5.20183 0 0 -4.05302 0 0 0 -58.08 -18 16 -35.8588 -49.387 -10.8489 -14.8738 
-5.53831 0 0 -4.3895 0 0 0 -68.0045 -18 16 -31.6218 -44.5721 -10.1557 -13.4875 
-5.74124 0 0 -4.38174 0 0 0 -68.6046 -18 17 -31.8012 -44.5721 -10.6322 -13.4875 
-4.77402 0 0 -2.86851 0 0 0 -72.4196 -18 16 -33.7128 -46.0563 -10.2137 -11.6849 
-3.62938 0 -4.04547 -2.51151 0 -3.62712 -12 -73.5337 -18 15 -31.965 -43.9916 -7.19486 -11.108 
-5.40477 0 0 -4.04527 0 0 0 -60.5837 -18 17 -36.0382 -49.387 -11.3254 -14.8738 
-5.37507 0 0 -3.85118 0 0 0 -71.4811 -18 16 -33.2895 -46.8397 -9.53997 -13.089 
-4.992 0 0 -4.35293 0 0 0 -75.639 -20 16 -28.0653 -43.7596 -8.01865 -14.0172 
-6.12799 0 0 -4.92396 0 0 0 -73.8893 -18 17 -32.2845 -44.2793 -9.64873 -11.8012 
-3.22951 0 -5.44913 -3.31404 0 -3.6743 -12 -74.1478 -18 16 -30.5808 -43.7039 -6.97502 -10.4149 
-5.10855 0 0 -10.2505 0 0 0 -74.3536 -18 16 -29.7413 -44.2095 -9.21215 -12.9791 
-3.55122 0 -4.79268 -3.0788 0 -5.28374 -12 -72.013 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-2.92094 0 -4.70192 -2.20454 0 -2.01768 -8 -70.1603 -18 16 -30.8597 -44.2844 -9.05712 -12.7943 
-4.32664 0 -5.73765 -2.00077 0 -4.84246 -12 -68.2131 -18 16 -30.5808 -43.7039 -6.97502 -10.4149 
-3.29291 0 -4.04547 -2.17504 0 -3.62712 -12 -66.0296 -18 15 -36.202 -48.8065 -7.88801 -12.4943 
-5.25283 0 0 -3.87351 0 0 0 -79.4037 -19 16 -29.6269 -44.0826 -8.42845 -12.7634 
-5.79151 0 0 -4.58748 0 0 0 -65.8685 -18 17 -36.5215 -49.0942 -10.3419 -13.1875 
-3.32149 0 -3.19817 -3.38895 0 -7.35946 -12 -75.5654 -18 16 -31.3822 -43.7039 -6.57273 -10.4149 
-2.44648 -6.50811 -4.49811 -1.58493 -1.60944 -6.23438 -16 -71.8482 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-5.79151 0 0 -4.58748 0 0 0 -66.3852 -18 17 -36.5215 -49.0942 -10.3419 -13.1875 
-3.0601 -5.33272 -4.63904 -1.87314 -1.94591 -2.01768 -6 -70.3145 -18 16 -30.5808 -43.7039 -6.97502 -10.4149 
-2.4798 0 -6.67014 -1.54732 0 -7.51229 -18 -70.7725 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-3.29291 0 -2.88497 -2.2917 0 -3.62712 -12 -74.2781 -18 15 -33.5776 -44.3186 -9.17346 -11.0706 
-2.99979 0 -3.85462 -3.62419 0 -5.75002 -10 -76.7838 -18 17 -30.7602 -43.7039 -7.4515 -10.4149 
-4.55946 0 -4.95303 -2.10201 0 -4.50599 -12 -73.7038 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-3.30768 0 -4.70192 -2.74675 0 -2.01768 -8 -75.445 -18 16 -31.343 -43.9916 -8.07363 -11.108 
-5.26289 0 0 -4.51764 0 0 0 -85.506 -18 16 -31.3209 -44.0691 -8.05836 -11.4865 
-5.45504 0 0 -4.25101 0 0 0 -58.3643 -18 17 -40.7585 -53.9091 -11.035 -14.5738 
-5.25584 0 0 -3.81768 0 0 0 -84.9571 -18 16 -29.5728 -40.8269 -9.23938 -12.9894 
-2.94436 0 -3.7464 -2.33978 0 -4.07482 -8 -82.8929 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-4.72375 0 0 -2.86344 0 0 0 -67.7116 -18 16 -33.9917 -46.6368 -12.2958 -14.0644 
-5.42064 0 0 -4.36244 0 0 0 -73.9622 -18 16 -30.795 -45.2535 -10.9068 -13.789 
-3.29291 0 -4.4462 -1.9693 0 -3.62712 -12 -74.0542 -18 15 -31.4817 -44.2844 -8.17834 -12.7943 
-3.92817 0 -3.72328 -3.32549 0 -6.29739 -10 -74.9372 -18 16 -30.5808 -43.7039 -6.97502 -10.4149 
-5.19481 0 0 -3.90213 0 0 0 -84.8016 -19 16 -29.4633 -44.0457 -8.06207 -12.6642 
-5.08417 0 0 -2.92736 0 0 0 -74.0799 -18 16 -32.3355 -45.2022 -11.6 -12.4027 
-2.97121 0 -4.70192 -2.41028 0 -2.01768 -8 -67.9409 -18 16 -35.58 -48.8065 -8.76678 -12.4943 
-5.32479 0 0 -3.8461 0 0 0 -66.7731 -18 16 -33.5683 -47.4201 -11.6221 -15.4685 
-4.36083 0 -5.3178 -3.09391 0 -5.83108 -12 -70.1672 -18 16 -30.5808 -43.7039 -6.97502 -10.4149 
-5.29193 0 0 -4.55 0 0 0 -80.9297 -18 16 -29.7171 -42.977 -10.0431 -13.3938 
-3.76892 0 -5.44913 -3.33259 0 -2.57569 -12 -75.3247 -18 17 -31.5224 -43.9916 -8.55012 -11.108 
-4.94173 0 0 -4.34785 0 0 0 -70.931 -20 16 -28.3441 -44.3401 -10.1007 -16.3967 
-5.74124 0 0 -4.58241 0 0 0 -59.2568 -18 17 -36.8004 -49.6746 -12.424 -15.5669 
-4.09063 0 -4.79268 -3.09736 0 -4.18513 -12 -73.1898 -18 16 -32.1444 -43.9916 -7.67134 -11.108 
-6.07771 0 0 -4.91888 0 0 0 -69.1814 -18 17 -32.5634 -44.8598 -11.7308 -14.1806 
-3.17924 0 -5.44913 -3.30896 0 -3.6743 -12 -69.4398 -18 16 -30.8597 -44.2844 -9.05712 -12.7943 
-2.27126 0 -6.2427 -1.7902 0 -8.6466 -24 -79.6974 -18 15 -31.2028 -43.7039 -6.09625 -10.4149 
-2.70392 0 -7.83721 -1.55862 0 -8.18029 -24 -72.5719 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-6.18278 0 0 -5.12458 0 0 0 -72.7811 -18 16 -34.1371 -47.5433 -9.80823 -12.354 
-5.73775 0 0 -4.17475 0 0 0 -78.6301 -18 16 -32.9556 -44.3186 -10.0522 -11.0706 
-5.67196 0 0 -3.51514 0 0 0 -72.2395 -18 16 -35.1532 -48.0376 -10.5014 -12.454 
-4.27637 0 -5.73765 -2.00077 0 -4.9301 -12 -62.6492 -18 16 -30.8597 -44.2844 -9.05712 -12.7943 
-5.11049 0 0 -3.40566 0 0 0 -72.9963 -18 16 -34.4749 -46.344 -11.3123 -12.3781 
-6.65109 0 0 -4.14565 0 0 0 -72.8439 -18 16 -33.659 -44.8393 -10.4672 -11.473 
-4.09778 0 -3.45976 -3.44167 0 -9.33694 -12 -70.8444 -18 17 -30.7602 -43.7039 -7.4515 -10.4149 
-2.44648 -6.47234 -4.49811 -1.58493 -1.60944 -3.82471 -16 -73.8072 -18 15 -30.3633 -44.2095 -8.33338 -12.9791 
-4.32664 0 -5.48633 -2.53792 0 -4.84246 -12 -68.7898 -18 16 -31.343 -43.9916 -8.07363 -11.108 
-5.08417 0 0 -4.02597 0 0 0 -75.527 -18 16 -29.6964 -44.1549 -11.6 -15.3985 
-4.99212 0 -6.54754 -1.84482 0 -3.84464 -10 -69.2301 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-5.40477 0 0 -4.24594 0 0 0 -51.2359 -18 17 -41.0374 -54.4895 -13.1171 -16.9532 
-4.09778 0 -3.20844 -3.44167 0 -7.47619 -12 -72.0213 -18 17 -31.5224 -43.9916 -8.55012 -11.108 
-7.61787 0 0 -2.44879 0 0 0 -78.887 -19 16 -30.1019 -44.3062 -8.19879 -12.4314 
-5.20256 0 0 -3.86844 0 0 0 -74.6957 -19 16 -29.9057 -44.663 -10.5105 -15.1429 
-4.18309 0 -5.73765 -2.00077 0 -2.43279 -12 -71.5747 -18 16 -29.7413 -44.2095 -9.21215 -12.9791 
-4.439 0 -2.62467 -3.40477 0 -2.88735 -9 -89.1776 -18 16 -30.5808 -43.7039 -6.97502 -10.4149 
-5.74124 0 0 -4.58241 0 0 0 -61.1605 -18 17 -36.8004 -49.6747 -12.424 -15.5669 
-5.71154 0 0 -4.38832 0 0 0 -72.0579 -18 16 -34.0516 -47.1273 -10.6386 -13.7822 
-3.32149 0 -2.94686 -3.9261 0 -7.35946 -12 -76.1422 -18 16 -32.1444 -43.9916 -7.67134 -11.108 
-3.21475 -5.33272 -6.54754 -1.6379 -1.94591 -3.62712 -16 -72.5798 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-6.55926 0 0 -4.27728 0 0 0 -76.7034 -19 16 -30.5808 -43.7039 -9.2776 -12.6397 
-5.31342 0 0 -3.3979 0 0 0 -73.5964 -18 17 -34.6543 -46.344 -11.7888 -12.3781 
-4.55946 0 -3.79253 -2.10201 0 -3.02623 -12 -73.0163 -18 15 -33.5776 -44.3186 -9.17346 -11.0706 
-3.03281 0 -4.04547 -2.46987 0 -3.62712 -12 -76.4602 -20 15 -28.6873 -43.7596 -7.13987 -14.0172 
-3.56599 0 -5.44913 -3.85118 0 -3.6743 -12 -74.7245 -18 16 -31.343 -43.9916 -8.07363 -11.108 
-5.44502 0 0 -10.7876 0 0 0 -74.9304 -18 16 -30.5034 -44.4972 -10.3108 -13.6723 
-4.56032 -6.50811 -2.36114 -3.23275 -1.60944 -4.2167 -4 -72.2596 -18 15 -31.2028 -43.7039 -6.09624 -10.4149 
-3.88769 0 -4.79268 -3.61594 0 -5.28374 -12 -72.5897 -18 15 -31.965 -43.9916 -7.19486 -11.108 
-2.4798 0 -6.41883 -2.08446 0 -7.51229 -18 -71.3492 -18 15 -31.965 -43.9916 -7.19486 -11.108 
-5.08417 0 0 -2.92736 0 0 0 -72.0755 -18 16 -33.1304 -47.3738 -11.6 -15.3985 
-3.29291 0 -3.99752 -1.97437 0 -3.48093 -12 -72.3477 -18 15 -34.7591 -47.5434 -8.92946 -12.354 
